"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id0","Input.question0","Input.answer0","Input.response0","Input.label0","Input.id1","Input.question1","Input.answer1","Input.response1","Input.label1","Input.id2","Input.question2","Input.answer2","Input.response2","Input.label2","Input.id3","Input.question3","Input.answer3","Input.response3","Input.label3","Input.id4","Input.question4","Input.answer4","Input.response4","Input.label4","Input.id5","Input.question5","Input.answer5","Input.response5","Input.label5","Input.id6","Input.question6","Input.answer6","Input.response6","Input.label6","Input.id7","Input.question7","Input.answer7","Input.response7","Input.label7","Input.id8","Input.question8","Input.answer8","Input.response8","Input.label8","Input.id9","Input.question9","Input.answer9","Input.response9","Input.label9","Answer.QA0","Answer.QA1","Answer.QA2","Answer.QA3","Answer.QA4","Answer.QA5","Answer.QA6","Answer.QA7","Answer.QA8","Answer.QA9","Approve","Reject"
"3OJX0UFJ0ZCI2UC0SYWVVINIKZL9UD","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3BV8HQ2ZZX6DRMUXEOHU0RGC1RF6A7","A31CNXHGR49DJR","Submitted","Wed Sep 11 12:19:57 PDT 2019","Wed Sep 11 12:21:11 PDT 2019","Wed Sep 18 12:21:11 PDT 2019","","","","74","100% (194/194)","100% (194/194)","100% (39/39)","172","when was the special report on managing risks of extreme events and disasters to advance climate change adaptation ( srex ) issued ?","2011","2011","d:c","152","what forest is by warsaw 's southern border ?","kabaty","it is kabaty","bpga","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","a war caused the us public to condemn the occupation","b_s:bp_s:bpg_s:bpga_s","152","what forest is by warsaw 's southern border ?","kabaty","kabaty is by warsaw ' s southern border","d","193","in what year did pierre de fermat declare fermat 's little theorem ?","in 1640","in 1640 did pierre de fermat declare fermat ' s little theorem","bp_s:bpg_s","244","what type of steam engine doesn 't need valves to direct steam ?","oscillating cylinder","the oscillating cylinder steam engine n 't","bpgl_s","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year tenure did the 5th president ' s tenure","bpga","178","what introduces inequality to a country ?","more capital","it acquires more capital","c","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","war","c","170","after the rhine emerges from lake constance , what direction does it flow ?","westward","the rhine emerges from lake constance , flows generally westward , as the hochrhein , passes the rhine falls","quac","b","e","e","e","d","b","d","e","b","e"
"3OJX0UFJ0ZCI2UC0SYWVVINIKZL9UD","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3IKZ72A5B5LGUYHXOLP3G3DPTXGNFA","A1C8FN01981A69","Submitted","Wed Sep 11 12:13:53 PDT 2019","Wed Sep 11 12:17:10 PDT 2019","Wed Sep 18 12:17:10 PDT 2019","","","","197","100% (42/42)","0% (0/0)","0% (0/0)","172","when was the special report on managing risks of extreme events and disasters to advance climate change adaptation ( srex ) issued ?","2011","2011","d:c","152","what forest is by warsaw 's southern border ?","kabaty","it is kabaty","bpga","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","a war caused the us public to condemn the occupation","b_s:bp_s:bpg_s:bpga_s","152","what forest is by warsaw 's southern border ?","kabaty","kabaty is by warsaw ' s southern border","d","193","in what year did pierre de fermat declare fermat 's little theorem ?","in 1640","in 1640 did pierre de fermat declare fermat ' s little theorem","bp_s:bpg_s","244","what type of steam engine doesn 't need valves to direct steam ?","oscillating cylinder","the oscillating cylinder steam engine n 't","bpgl_s","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year tenure did the 5th president ' s tenure","bpga","178","what introduces inequality to a country ?","more capital","it acquires more capital","c","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","war","c","170","after the rhine emerges from lake constance , what direction does it flow ?","westward","the rhine emerges from lake constance , flows generally westward , as the hochrhein , passes the rhine falls","quac","b","e","e","e","d","b","d","e","b","e"
"3OJX0UFJ0ZCI2UC0SYWVVINIKZL9UD","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3M0BCWMB8W1G4BEVBKUUTWZV7ACBWP","A23HZ18KTCK2DA","Submitted","Wed Sep 11 10:50:10 PDT 2019","Wed Sep 11 11:25:27 PDT 2019","Wed Sep 18 11:25:27 PDT 2019","","","","2117","0% (0/0)","0% (0/0)","0% (0/0)","172","when was the special report on managing risks of extreme events and disasters to advance climate change adaptation ( srex ) issued ?","2011","2011","d:c","152","what forest is by warsaw 's southern border ?","kabaty","it is kabaty","bpga","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","a war caused the us public to condemn the occupation","b_s:bp_s:bpg_s:bpga_s","152","what forest is by warsaw 's southern border ?","kabaty","kabaty is by warsaw ' s southern border","d","193","in what year did pierre de fermat declare fermat 's little theorem ?","in 1640","in 1640 did pierre de fermat declare fermat ' s little theorem","bp_s:bpg_s","244","what type of steam engine doesn 't need valves to direct steam ?","oscillating cylinder","the oscillating cylinder steam engine n 't","bpgl_s","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year tenure did the 5th president ' s tenure","bpga","178","what introduces inequality to a country ?","more capital","it acquires more capital","c","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","war","c","170","after the rhine emerges from lake constance , what direction does it flow ?","westward","the rhine emerges from lake constance , flows generally westward , as the hochrhein , passes the rhine falls","quac","b","e","e","e","e","d","d","e","b","e"
"3OJX0UFJ0ZCI2UC0SYWVVINIKZL9UD","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3U5NZHP4LS70BFKGZQQVNDUX9QJHPL","A1O3TWBUDONVLO","Submitted","Wed Sep 11 11:18:00 PDT 2019","Wed Sep 11 11:18:41 PDT 2019","Wed Sep 18 11:18:41 PDT 2019","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","172","when was the special report on managing risks of extreme events and disasters to advance climate change adaptation ( srex ) issued ?","2011","2011","d:c","152","what forest is by warsaw 's southern border ?","kabaty","it is kabaty","bpga","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","a war caused the us public to condemn the occupation","b_s:bp_s:bpg_s:bpga_s","152","what forest is by warsaw 's southern border ?","kabaty","kabaty is by warsaw ' s southern border","d","193","in what year did pierre de fermat declare fermat 's little theorem ?","in 1640","in 1640 did pierre de fermat declare fermat ' s little theorem","bp_s:bpg_s","244","what type of steam engine doesn 't need valves to direct steam ?","oscillating cylinder","the oscillating cylinder steam engine n 't","bpgl_s","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year tenure did the 5th president ' s tenure","bpga","178","what introduces inequality to a country ?","more capital","it acquires more capital","c","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","war","c","170","after the rhine emerges from lake constance , what direction does it flow ?","westward","the rhine emerges from lake constance , flows generally westward , as the hochrhein , passes the rhine falls","quac","b","e","e","e","e","e","e","e","b","e"
"3OJX0UFJ0ZCI2UC0SYWVVINIKZL9UD","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3YW4XOSQKRQ2Z97YENM45W1P0IBU1R","ALY8YP0DZ2EP5","Submitted","Wed Sep 11 10:56:38 PDT 2019","Wed Sep 11 10:57:58 PDT 2019","Wed Sep 18 10:57:58 PDT 2019","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","172","when was the special report on managing risks of extreme events and disasters to advance climate change adaptation ( srex ) issued ?","2011","2011","d:c","152","what forest is by warsaw 's southern border ?","kabaty","it is kabaty","bpga","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","a war caused the us public to condemn the occupation","b_s:bp_s:bpg_s:bpga_s","152","what forest is by warsaw 's southern border ?","kabaty","kabaty is by warsaw ' s southern border","d","193","in what year did pierre de fermat declare fermat 's little theorem ?","in 1640","in 1640 did pierre de fermat declare fermat ' s little theorem","bp_s:bpg_s","244","what type of steam engine doesn 't need valves to direct steam ?","oscillating cylinder","the oscillating cylinder steam engine n 't","bpgl_s","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year tenure did the 5th president ' s tenure","bpga","178","what introduces inequality to a country ?","more capital","it acquires more capital","c","164","what caused the us public to condemn the occupation of the philippines ?","a war erupted","war","c","170","after the rhine emerges from lake constance , what direction does it flow ?","westward","the rhine emerges from lake constance , flows generally westward , as the hochrhein , passes the rhine falls","quac","b","e","e","e","e","b","b","e","b","e"
"3EPG8DX9LKVM922S8MKK9WVHQM9P55","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","32ZKVD547GSJDDC710JSOZOY9HEB3F","A23HZ18KTCK2DA","Submitted","Wed Sep 11 10:36:19 PDT 2019","Wed Sep 11 11:08:53 PDT 2019","Wed Sep 18 11:08:53 PDT 2019","","","","1954","0% (0/0)","0% (0/0)","0% (0/0)","160","when did mongke khan become great khan ?","1251","he became great khan 1206","bpga_s","166","whose role is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception to completion","the project coordinator","the project coordinator is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception","d","217","for what railroad did stephenson build a locomotive in 1825 ?","stockton and darlington","in 1825 george stephenson built the locomotion for the stockton and darlington railway","quac","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","yes","c","199","where are the streams the rhine captured ?","vosges mountains","Vosges Mountains","c","198","who took isaacs place as provost in 2016 ?","robert zimmer","Daniel Diermeier","c","156","what tool do stratigraphers use to see their data in three dimensions ?","computer programs","stratigraphers use to see their data computer programs tool","d","151","of what were materials that left little residue thought to contain ?","phlogiston","highly combustible materials that leave little residue , such as wood or coal , were thought to be made mostly of phlogiston","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","the university underwent many changes during his 24-year tenure","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year did the 5th president ' s tenure","bpg_s:bpgl_s:bpga_s","a","e","e","a","b","a","e","e","e","d"
"3EPG8DX9LKVM922S8MKK9WVHQM9P55","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","34BBWHLWHBGQRJS1HUMBFJ3820YIW7","AL5YST63LLYWK","Submitted","Wed Sep 11 11:03:26 PDT 2019","Wed Sep 11 11:11:25 PDT 2019","Wed Sep 18 11:11:25 PDT 2019","","","","479","100% (6/6)","0% (0/0)","0% (0/0)","160","when did mongke khan become great khan ?","1251","he became great khan 1206","bpga_s","166","whose role is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception to completion","the project coordinator","the project coordinator is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception","d","217","for what railroad did stephenson build a locomotive in 1825 ?","stockton and darlington","in 1825 george stephenson built the locomotion for the stockton and darlington railway","quac","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","yes","c","199","where are the streams the rhine captured ?","vosges mountains","Vosges Mountains","c","198","who took isaacs place as provost in 2016 ?","robert zimmer","Daniel Diermeier","c","156","what tool do stratigraphers use to see their data in three dimensions ?","computer programs","stratigraphers use to see their data computer programs tool","d","151","of what were materials that left little residue thought to contain ?","phlogiston","highly combustible materials that leave little residue , such as wood or coal , were thought to be made mostly of phlogiston","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","the university underwent many changes during his 24-year tenure","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year did the 5th president ' s tenure","bpg_s:bpgl_s:bpga_s","d","b","e","a","e","a","e","e","a","e"
"3EPG8DX9LKVM922S8MKK9WVHQM9P55","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3K2755HG5T878MQKZRB0KY1VFTFDFJ","A1O3TWBUDONVLO","Submitted","Wed Sep 11 12:19:48 PDT 2019","Wed Sep 11 12:20:49 PDT 2019","Wed Sep 18 12:20:49 PDT 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","160","when did mongke khan become great khan ?","1251","he became great khan 1206","bpga_s","166","whose role is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception to completion","the project coordinator","the project coordinator is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception","d","217","for what railroad did stephenson build a locomotive in 1825 ?","stockton and darlington","in 1825 george stephenson built the locomotion for the stockton and darlington railway","quac","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","yes","c","199","where are the streams the rhine captured ?","vosges mountains","Vosges Mountains","c","198","who took isaacs place as provost in 2016 ?","robert zimmer","Daniel Diermeier","c","156","what tool do stratigraphers use to see their data in three dimensions ?","computer programs","stratigraphers use to see their data computer programs tool","d","151","of what were materials that left little residue thought to contain ?","phlogiston","highly combustible materials that leave little residue , such as wood or coal , were thought to be made mostly of phlogiston","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","the university underwent many changes during his 24-year tenure","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year did the 5th president ' s tenure","bpg_s:bpgl_s:bpga_s","c","e","e","a","b","a","e","e","e","b"
"3EPG8DX9LKVM922S8MKK9WVHQM9P55","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3PDJHANYK6LS192BKURMHD3GELGH62","A1C8FN01981A69","Submitted","Wed Sep 11 10:19:05 PDT 2019","Wed Sep 11 10:35:39 PDT 2019","Wed Sep 18 10:35:39 PDT 2019","","","","994","100% (42/42)","0% (0/0)","0% (0/0)","160","when did mongke khan become great khan ?","1251","he became great khan 1206","bpga_s","166","whose role is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception to completion","the project coordinator","the project coordinator is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception","d","217","for what railroad did stephenson build a locomotive in 1825 ?","stockton and darlington","in 1825 george stephenson built the locomotion for the stockton and darlington railway","quac","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","yes","c","199","where are the streams the rhine captured ?","vosges mountains","Vosges Mountains","c","198","who took isaacs place as provost in 2016 ?","robert zimmer","Daniel Diermeier","c","156","what tool do stratigraphers use to see their data in three dimensions ?","computer programs","stratigraphers use to see their data computer programs tool","d","151","of what were materials that left little residue thought to contain ?","phlogiston","highly combustible materials that leave little residue , such as wood or coal , were thought to be made mostly of phlogiston","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","the university underwent many changes during his 24-year tenure","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year did the 5th president ' s tenure","bpg_s:bpgl_s:bpga_s","c","e","e","a","b","a","e","e","e","b"
"3EPG8DX9LKVM922S8MKK9WVHQM9P55","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Wed Sep 11 09:04:28 PDT 2019","5","BatchId:3764101;OriginalHitTemplateId:928390909;","3600","604800","Wed Sep 18 09:04:28 PDT 2019","","","3STRJBFXOXWP5XEVMS2C5FBMQA7TK5","ALY8YP0DZ2EP5","Submitted","Wed Sep 11 11:15:03 PDT 2019","Wed Sep 11 11:16:15 PDT 2019","Wed Sep 18 11:16:15 PDT 2019","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","160","when did mongke khan become great khan ?","1251","he became great khan 1206","bpga_s","166","whose role is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception to completion","the project coordinator","the project coordinator is to design the works , prepare the specifications and produce construction drawings , administer the contract , tender the works , and manage the works from inception","d","217","for what railroad did stephenson build a locomotive in 1825 ?","stockton and darlington","in 1825 george stephenson built the locomotion for the stockton and darlington railway","quac","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","yes","c","199","where are the streams the rhine captured ?","vosges mountains","Vosges Mountains","c","198","who took isaacs place as provost in 2016 ?","robert zimmer","Daniel Diermeier","c","156","what tool do stratigraphers use to see their data in three dimensions ?","computer programs","stratigraphers use to see their data computer programs tool","d","151","of what were materials that left little residue thought to contain ?","phlogiston","highly combustible materials that leave little residue , such as wood or coal , were thought to be made mostly of phlogiston","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","the university underwent many changes during his 24-year tenure","quac","159","how long did the 5th president 's tenure last ?","24-year tenure","24-year did the 5th president ' s tenure","bpg_s:bpgl_s:bpga_s","b","e","e","a","b","a","b","e","e","b"
